Array	Sample	Batch	Covariate
MB-2769	LumB	2	group 7
MB-2772	LumB	2	group 7
MB-2774	LumB	2	group 7
MB-2781	LumB	2	group 7
MB-2793	LumB	2	group 7
MB-2803	LumB	2	group 7
MB-2814	LumB	2	group 7
MB-2844	LumB	2	group 7
MB-2853	LumB	2	group 7
MB-2858	LumB	2	group 7
MB-2901	LumB	2	group 7
MB-2919	LumB	2	group 7
MB-2931	LumB	2	group 7
MB-2932	LumB	2	group 7
MB-2939	LumB	2	group 7
MB-2953	LumB	2	group 7
MB-2954	LumB	2	group 7
MB-2983	LumB	2	group 7
MB-2984	LumB	2	group 7
MB-3007	LumB	2	group 7
MB-3016	LumB	2	group 7
MB-3028	LumB	2	group 7
MB-3050	LumB	2	group 7
MB-3060	LumB	2	group 7
MB-3083	LumB	2	group 7
MB-3092	LumB	2	group 7
MB-3103	LumB	2	group 7
MB-3181	LumB	2	group 7
MB-3235	LumB	2	group 7
MB-3253	LumB	2	group 7
MB-3266	LumB	2	group 7
MB-3272	LumB	2	group 7
MB-3275	LumB	2	group 7
MB-3300	LumB	2	group 7
MB-3301	LumB	2	group 7
MB-3303	LumB	2	group 7
MB-3350	LumB	2	group 7
MB-3357	LumB	2	group 7
MB-3360	LumB	2	group 7
MB-3361	LumB	2	group 7
MB-3371	LumB	2	group 7
MB-3382	LumB	2	group 7
MB-3388	LumB	2	group 7
MB-3389	LumB	2	group 7
MB-3402	LumB	2	group 7
MB-3417	LumB	2	group 7
MB-3436	LumB	2	group 7
MB-3437	LumB	2	group 7
MB-3487	LumB	2	group 7
MB-3490	LumB	2	group 7
MB-3492	LumB	2	group 7
MB-3506	LumB	2	group 7
MB-3525	LumB	2	group 7
MB-3600	LumB	2	group 7
MB-3614	LumB	2	group 7
MB-3754	LumB	2	group 7
MB-3824	LumB	2	group 7
MB-3838	LumB	2	group 7
MB-3840	LumB	2	group 7
MB-3842	LumB	2	group 7
MB-4004	LumB	2	group 7
MB-4008	LumB	2	group 7
MB-4017	LumB	2	group 7
MB-4139	LumB	2	group 7
MB-4148	LumB	2	group 7
MB-4154	LumB	2	group 7
MB-4213	LumB	2	group 7
MB-4233	LumB	2	group 7
MB-4274	LumB	2	group 7
MB-4318	LumB	2	group 7
MB-4339	LumB	2	group 7
MB-4353	LumB	2	group 7
MB-4591	LumB	2	group 7
MB-4598	LumB	2	group 7
MB-4602	LumB	2	group 7
MB-4618	LumB	2	group 7
MB-4630	LumB	2	group 7
MB-4639	LumB	2	group 7
MB-4642	LumB	2	group 7
MB-4644	LumB	2	group 7
MB-4648	LumB	2	group 7
MB-4649	LumB	2	group 7
MB-4651	LumB	2	group 7
MB-4654	LumB	2	group 7
MB-4669	LumB	2	group 7
MB-4671	LumB	2	group 7
MB-4673	LumB	2	group 7
MB-4685	LumB	2	group 7
MB-4688	LumB	2	group 7
MB-4702	LumB	2	group 7
MB-4723	LumB	2	group 7
MB-4737	LumB	2	group 7
MB-4741	LumB	2	group 7
MB-4744	LumB	2	group 7
MB-4750	LumB	2	group 7
MB-4767	LumB	2	group 7
MB-4791	LumB	2	group 7
MB-4796	LumB	2	group 7
MB-4802	LumB	2	group 7
MB-4818	LumB	2	group 7
MB-4828	LumB	2	group 7
MB-4829	LumB	2	group 7
MB-4834	LumB	2	group 7
MB-4838	LumB	2	group 7
MB-4839	LumB	2	group 7
MB-4846	LumB	2	group 7
MB-4862	LumB	2	group 7
MB-4873	LumB	2	group 7
MB-4900	LumB	2	group 7
MB-4908	LumB	2	group 7
MB-4912	LumB	2	group 7
MB-4925	LumB	2	group 7
MB-4930	LumB	2	group 7
MB-4934	LumB	2	group 7
MB-4937	LumB	2	group 7
MB-4944	LumB	2	group 7
MB-4949	LumB	2	group 7
MB-4956	LumB	2	group 7
MB-4957	LumB	2	group 7
MB-4966	LumB	2	group 7
MB-4970	LumB	2	group 7
MB-4991	LumB	2	group 7
MB-4994	LumB	2	group 7
MB-4998	LumB	2	group 7
MB-5014	LumB	2	group 7
MB-5033	LumB	2	group 7
MB-5039	LumB	2	group 7
MB-5040	LumB	2	group 7
MB-5044	LumB	2	group 7
MB-5049	LumB	2	group 7
MB-5060	LumB	2	group 7
MB-5061	LumB	2	group 7
MB-5062	LumB	2	group 7
MB-5078	LumB	2	group 7
MB-5097	LumB	2	group 7
MB-5101	LumB	2	group 7
MB-5107	LumB	2	group 7
MB-5116	LumB	2	group 7
MB-5121	LumB	2	group 7
MB-5124	LumB	2	group 7
MB-5127	LumB	2	group 7
MB-5139	LumB	2	group 7
MB-5144	LumB	2	group 7
MB-5160	LumB	2	group 7
MB-5166	LumB	2	group 7
MB-5167	LumB	2	group 7
MB-5169	LumB	2	group 7
MB-5200	LumB	2	group 7
MB-5211	LumB	2	group 7
MB-5212	LumB	2	group 7
MB-5215	LumB	2	group 7
MB-5218	LumB	2	group 7
MB-5226	LumB	2	group 7
MB-5228	LumB	2	group 7
MB-5233	LumB	2	group 7
MB-5239	LumB	2	group 7
MB-5243	LumB	2	group 7
MB-5244	LumB	2	group 7
MB-5260	LumB	2	group 7
MB-5261	LumB	2	group 7
MB-5266	LumB	2	group 7
MB-5271	LumB	2	group 7
MB-5273	LumB	2	group 7
MB-5288	LumB	2	group 7
MB-5291	LumB	2	group 7
MB-5292	LumB	2	group 7
MB-5317	LumB	2	group 7
MB-5318	LumB	2	group 7
MB-5328	LumB	2	group 7
MB-5338	LumB	2	group 7
MB-5341	LumB	2	group 7
MB-5347	LumB	2	group 7
MB-5370	LumB	2	group 7
MB-5373	LumB	2	group 7
MB-5377	LumB	2	group 7
MB-5386	LumB	2	group 7
MB-5393	LumB	2	group 7
MB-5396	LumB	2	group 7
MB-5406	LumB	2	group 7
MB-5414	LumB	2	group 7
MB-5418	LumB	2	group 7
MB-5434	LumB	2	group 7
MB-5435	LumB	2	group 7
MB-5447	LumB	2	group 7
MB-5454	LumB	2	group 7
MB-5459	LumB	2	group 7
MB-5463	LumB	2	group 7
MB-5475	LumB	2	group 7
MB-5477	LumB	2	group 7
MB-5481	LumB	2	group 7
MB-5485	LumB	2	group 7
MB-5486	LumB	2	group 7
MB-5491	LumB	2	group 7
MB-5493	LumB	2	group 7
MB-5497	LumB	2	group 7
MB-5502	LumB	2	group 7
MB-5505	LumB	2	group 7
MB-5518	LumB	2	group 7
MB-5521	LumB	2	group 7
MB-5525	LumB	2	group 7
MB-5540	LumB	2	group 7
MB-5552	LumB	2	group 7
MB-5553	LumB	2	group 7
MB-5556	LumB	2	group 7
MB-5562	LumB	2	group 7
MB-5575	LumB	2	group 7
MB-5576	LumB	2	group 7
MB-5590	LumB	2	group 7
MB-5592	LumB	2	group 7
MB-5604	LumB	2	group 7
MB-5605	LumB	2	group 7
MB-5613	LumB	2	group 7
MB-5622	LumB	2	group 7
MB-5623	LumB	2	group 7
MB-5628	LumB	2	group 7
MB-5632	LumB	2	group 7
MB-5636	LumB	2	group 7
MB-5641	LumB	2	group 7
MB-5646	LumB	2	group 7
MB-5653	LumB	2	group 7
MB-5654	LumB	2	group 7
MB-6008	LumB	2	group 7
MB-6010	LumB	2	group 7
MB-6011	LumB	2	group 7
MB-6022	LumB	2	group 7
MB-6026	LumB	2	group 7
MB-6053	LumB	2	group 7
MB-6060	LumB	2	group 7
MB-6075	LumB	2	group 7
MB-6079	LumB	2	group 7
MB-6080	LumB	2	group 7
MB-6135	LumB	2	group 7
MB-6138	LumB	2	group 7
MB-6141	LumB	2	group 7
MB-6145	LumB	2	group 7
MB-6150	LumB	2	group 7
MB-6154	LumB	2	group 7
MB-6164	LumB	2	group 7
MB-6183	LumB	2	group 7
MB-6189	LumB	2	group 7
MB-6192	LumB	2	group 7
MB-6201	LumB	2	group 7
MB-6217	LumB	2	group 7
MB-6233	LumB	2	group 7
MB-6254	LumB	2	group 7
MB-6257	LumB	2	group 7
MB-6281	LumB	2	group 7
MB-6284	LumB	2	group 7
MB-6287	LumB	2	group 7
MB-6288	LumB	2	group 7
MB-6300	LumB	2	group 7
MB-6302	LumB	2	group 7
MB-6306	LumB	2	group 7
MB-6312	LumB	2	group 7
MB-6317	LumB	2	group 7
MB-6322	LumB	2	group 7
MB-6327	LumB	2	group 7
MB-6329	LumB	2	group 7
MB-6344	LumB	2	group 7
MB-6346	LumB	2	group 7
MB-7000	LumB	2	group 7
MB-7002	LumB	2	group 7
MB-7005	LumB	2	group 7
MB-7011	LumB	2	group 7
MB-7015	LumB	2	group 7
MB-7019	LumB	2	group 7
MB-7022	LumB	2	group 7
MB-7024	LumB	2	group 7
MB-7026	LumB	2	group 7
MB-7028	LumB	2	group 7
MB-7042	LumB	2	group 7
MB-7065	LumB	2	group 7
MB-7072	LumB	2	group 7
MB-7075	LumB	2	group 7
MB-7083	LumB	2	group 7
MB-7086	LumB	2	group 7
MB-7094	LumB	2	group 7
MB-7097	LumB	2	group 7
MB-7099	LumB	2	group 7
MB-7100	LumB	2	group 7
MB-7102	LumB	2	group 7
MB-7109	LumB	2	group 7
MB-7112	LumB	2	group 7
MB-7116	LumB	2	group 7
MB-7130	LumB	2	group 7
MB-7131	LumB	2	group 7
MB-7132	LumB	2	group 7
MB-7133	LumB	2	group 7
MB-7138	LumB	2	group 7
MB-7140	LumB	2	group 7
