,0,0
734,GDF2,33.05207214564045
735,UNC13A,33.07319286910397
736,PLG,33.121978699491464
737,USH2A,33.359297884870955
738,FMN2,33.36786539454236
739,SEZ6L,33.3739280556739
740,KCNJ15,33.40186956712464
741,MDK,33.43055079795688
742,REEP1,33.467858342804206
743,FRZB,33.46876005953934
744,SLAMF9,33.5229782868482
745,PDCL2,33.554106312778934
746,PCDHB10,33.582616940754804
747,CYP2S1,33.612993331473525
748,STARD6,33.61817664155795
749,IL1R2,33.72046022910876
750,ZBTB7C,33.78681534873832
751,NNAT,33.79939282843388
752,ITGA4,33.82383160702402
753,ARHGDIB,33.863715375916485
754,BTG4,33.92322575297173
755,TNP1,33.926795695754606
756,NLRP6,34.05559884730987
757,HOPX,34.072627091627936
758,PLCZ1,34.086788277588894
759,ST6GALNAC1,34.10972311109977
760,GRID2,34.1223256411341
761,COCH,34.20974046197951
762,SLC7A1,34.411481848809125
763,SNAI1,34.42234875503672
764,PCDHB11,34.57504180613415
765,ATP8B2,34.70249903046357
766,TNFRSF17,34.70569345185135
767,POPDC2,34.78896172903797
768,DEGS2,34.83029357435641
769,ASCL2,34.895783747820715
770,GABRA6,34.90443537272282
771,OLIG3,34.99165847783032
772,GJC2,35.03818738382159
773,GOLT1A,35.10436943552634
774,ADAD1,35.1200613672084
775,HCN2,35.19121405012457
776,GRB7,35.25524829994003
777,COL25A1,35.357486360828986
778,PNLIPRP2,35.43096460472843
779,AGTR2,35.44188878669085
780,MASP2,35.45326313785284
781,KCTD4,35.47305914879587
782,NR1D1,35.48446425578051
783,CCL22,35.60459652679794
784,MIP,35.611008197184475
785,PCDHB8,35.6374792012762
786,HSD11B1,35.82384891607059
787,RLN1,35.82902168835149
788,ZIC2,35.94810593345245
789,BVES,35.95059439251191
790,BHMT,36.05882249646821
791,ALCAM,36.07280691584156
792,MMP11,36.12560848574666
793,SCN7A,36.13225411954498
794,IGF2,36.13583286187484
795,LHX5,36.23964199902433
796,TM4SF5,36.25074720099854
797,ACTN3,36.4477306118791
798,SOX11,36.547281805384266
799,F10,36.570984971627816
800,FOXD3,36.689695411590364
801,UTY,36.71234511075911
802,IAPP,36.7190283525511
803,DKKL1,36.866276324489554
804,LY6G6C,36.872608354239084
805,TCTEX1D1,36.92127765485434
806,SLC5A2,37.137547050648315
807,SNTG2,37.172913735382984
808,NLRP5,37.177096588723515
809,LECT2,37.22165296797626
810,STARD13,37.233227540444354
811,ZFR2,37.25309360655092
812,CPLX3,37.35458852718756
